route_id,agency_id,route_short_name,route_long_name,route_desc,route_type
"1426","110","505R3","JMALBR505","Ramal 3 - San Francisco Solano - Est. Burzaco x Vasco Nuñez de Balboa: Ramal 3 - Est. Burzaco x Vasco Nuñez de Balboa",3
"1427","110","505R3","JMALBR505","Ramal 3 - San Francisco Solano - Est. Burzaco x Vasco Nuñez de Balboa: Ramal 3 - San Francisco Solano",3
"1428","110","505R4","JMALBR505","Ramal 4 - San Francisco Solano - Est. Adrogue: Ramal 4 - Est. Adrogue",3
"1429","110","505R4","JMALBR505","Ramal 4 - San Francisco Solano - Est. Adrogue: Ramal 4 - San Francisco Solano",3
"1430","110","505R5","JMALBR505","Ramal 5 - San Francisco Solano - Est. Burzacox Leroux: Ramal 5 - Est. Burzacox Leroux",3
"1431","110","505R5","JMALBR505","Ramal 5 - San Francisco Solano - Est. Burzacox Leroux: Ramal 5 - San Francisco Solano",3
"1432","110","505R6","JMALBR505","Ramal 6 - San Francisco Solano - Est. Claypole: Ramal 6 - Est. Claypole",3
"1433","110","505R6","JMALBR505","Ramal 6 - San Francisco Solano - Est. Claypole: Ramal 6 - San Francisco Solano",3
"1435","110","506R1","JMALBR506","Ramal 1 - Est. Glew - Tapin y Larreta: Ramal 1 - Est. Glew",3
"1434","110","506R1","JMALBR506","Ramal 1 - Est. Glew - Tapin y Larreta: Ramal 1 - Tapin y Larreta",3
"1436","110","506R2","JMALBR506","Ramal 2 - Est. Glew - Bº Gendarmería: Ramal 2 - B° Gendarmerí­a",3
"1437","110","506R2","JMALBR506","Ramal 2 - Est. Glew - Bº Gendarmería: Ramal 2 - Est. Glew",3
"1438","110","506R3","JMALBR506","Ramal 3 - Est. Glew - Donato Alvarez y Garay - Bº San José x Bynnon: R3 - D.Alvarez y Garay - B° San José x Bynnon",3
"1439","110","506R3","JMALBR506","Ramal 3 - Est. Glew - Donato Alvarez y Garay - Bº San José x Bynnon: Ramal 3 - Est. Glew",3
"1440","110","506R4","JMALBR506","Ramal 4 - Est. Glew - Donato Alvarez y Garay - Bº San José x Htal. Oñativa: R4 - D.Alvarez y Garay-B° San José x Htal.Oñativa",3
"1441","110","506R4","JMALBR506","Ramal 4 - Est. Glew - Donato Alvarez y Garay - Bº San José x Htal. Oñativa: Ramal 4 - Est. Glew",3
"1443","110","506R5","JMALBR506","Ramal 5 - Est. Adrogue - Est. Claypole: Ramal 5 - Est. Adrogue",3
"1442","110","506R5","JMALBR506","Ramal 5 - Est. Adrogue - Est. Claypole: Ramal 5 - Est. Claypole",3
"1444","110","506R6","JMALBR506","Ramal 6 - Est. Adrogue - Donato Alvarez y Garay - Barro San José: Ramal 6 - Donato Alvarez y Garay - Barro San José",3
"1445","110","506R6","JMALBR506","Ramal 6 - Est. Adrogue - Donato Alvarez y Garay - Barro San José: Ramal 6 - Est. Adrogue",3
"1546","410","514A","JMALBR514","Bº Lindo - Est. Claypole: a B° Lindo",3
"1545","410","514A","JMALBR514","Bº Lindo - Est. Claypole: a Est. Claypole",3
"1547","410","514B","JMALBR514","Loma Verde - Est. Claypole: a Est. Claypole",3
"1548","410","514B","JMALBR514","Loma Verde - Est. Claypole: a Loma Verde",3
"1549","410","514R4","JMALBR514","Ruta 4 - Est. Burzaco: a Est. Burzaco",3
"1550","410","514R4","JMALBR514","Ruta 4 - Est. Burzaco: a Ruta 4",3
"836","11","570R1","JMAVEL570","Molinedo y Entre Rios Avellaneda - Guemes y Eva Peron Avellaneda: a Guemes y Eva Peron Avellaneda",3
"837","11","570R1","JMAVEL570","Molinedo y Entre Rios Avellaneda - Guemes y Eva Peron Avellaneda: a Molinedo y Entre Rios Avellaneda",3
"838","11","570R4","JMAVEL570","Frias y Montaña Avellaneda - Virrey del Pino y Las Flores Avellaneda: a a Frias y Montaña Avellaneda",3
"490","215","500HA","JMFVAR500","Av. S. Martin y Sperandio - Bº Santa Rosa: a Av. S. Martin y Sperandio",3
"489","215","500HA","JMFVAR500","Av. S. Martin y Sperandio - Bº Santa Rosa: a B° Santa Rosa",3
"492","215","503A","JMFVAR503","Ramal A - Av. San Martin y Sperandio - U. Penitenciaria Fcio. Varela: Ramal A - Av. San Martin y Sperandio",3
"491","215","503A","JMFVAR503","Ramal A - Av. San Martin y Sperandio - U. Penitenciaria Fcio. Varela: Ramal A - U. Penitenciaria Fcio. Varela",3
"496","215","503B","JMFVAR503","Ramal B - TR. Av. San Martin y Sperandio - U. Penitenciaria Fcio. Varela: Ramal B - TR. Av. San Martin y Sperandio",3
"495","215","503B","JMFVAR503","Ramal B - TR. Av. San Martin y Sperandio - U. Penitenciaria Fcio. Varela: Ramal B - U. Penitenciaria Fcio. Varela",3
"1223","75","505D","JMFVAR505","Av. Hudson y Rio Diamante - Av. Calchaqui y Galarza: a Complejo Santa Rosa",3
"1222","75","505D","JMFVAR505","Av. Hudson y Rio Diamante - Av. Calchaqui y Galarza: a Htal. El Cruce",3
"498","215","506A","JMFVAR506","Av. San Martin y Sperandio - Bº Mayol: a Av. San Martin y Sperandio",3
"497","215","506A","JMFVAR506","Av. San Martin y Sperandio - Bº Mayol: a B° Mayol",3
"1315","98","670A","JMGNSM670","Ramal Blanco: Ramal Blanco - IDA",3
"1316","98","670A","JMGNSM670","Ramal Blanco: Ramal Blanco - VUELTA",3
"1317","98","670B","JMGNSM670","Ramal Verde: Ramal Verde - IDA",3
"1318","98","670B","JMGNSM670","Ramal Verde: Ramal Verde - VUELTA",3
"1319","98","670C","JMGNSM670","Ramal Rojo: Ramal Rojo - IDA",3
"1320","98","670C","JMGNSM670","Ramal Rojo: Ramal Rojo - VUELTA",3
"1321","98","670D","JMGNSM670","Ramal Azul: Ramal Azul - IDA",3
"1322","98","670D","JMGNSM670","Ramal Azul: Ramal Azul - VUELTA",3
"1325","98","670E","JMGNSM670","Ramal Amarillo: Ramal Amarillo - IDA",3
"1326","98","670E","JMGNSM670","Ramal Amarillo: Ramal Amarillo - VUELTA",3
"1328","98","670F","JMGNSM670","Naranja 3: Naranja 3 - VUELTA",3
"1329","98","670G","JMGNSM670","Naranja 1 - 2: Naranja 1 - 2 - IDA",3
"1330","98","670G","JMGNSM670","Naranja 1 - 2: Naranja 1 - 2 - VUELTA",3
"1408","54","504RA","JMITUZ504","Ramal A: a Caaguazú - Ituzaingo",3
"1407","54","504RA","JMITUZ504","Ramal A: a Los Cardales - Ituzaingo",3
"2053","446","AZUL1","JMJUNIAZUL","Av. Pastor Bauman y del Valle Iberlucea x Av. Pastor Bauman: x Av. Pastor Bauman",3
"2052","446","AZUL2","JMJUNIAZUL","Av. Pastor Bauman y del Valle Iberlucea x Int. De La Sota: x Int. de La Sota",3
"2055","446","ROJA","JMJUNIROJA","Dr. Benito De Miguel y Soldado Argentino-Parque Industrial: a Dr. Benito de Miguel y Soldado Argentino",3
"2054","446","ROJA","JMJUNIROJA","Dr. Benito De Miguel y Soldado Argentino-Parque Industrial: a Parque Industrial",3
"2057","446","VERDE","JMJUNIVERDE","Villa del Parque-Clinica La Pequeña Familia: a Clinica La Pequeña Familia",3
"2250","446","VERDE","JMJUNIVERDE","Villa del Parque-Clinica La Pequeña Familia: a Clinica La Pequeña Familia",3
"2249","446","VERDE","JMJUNIVERDE","Villa del Parque-Clinica La Pequeña Familia: a Villa del Parque",3
"2056","446","VERDE","JMJUNIVERDE","Villa del Parque-Clinica La Pequeña Familia: a Villa del Parque",3
"1841","139","520BB","JMLANU520","Ramal B: Ramal B - IDA",3
"1842","139","520BB","JMLANU520","Ramal B: Ramal B - VUELTA",3
"1843","139","520BB2","JMLANU520","Ramal B2: Ramal B2 - IDA",3
"1844","139","520BB2","JMLANU520","Ramal B2: Ramal B2 - VUELTA",3
"1845","139","520BC","JMLANU520","Ramal C: Ramal C - IDA",3
"1846","139","520BC","JMLANU520","Ramal C: Ramal C - VUELTA",3
"1847","139","520BD","JMLANU520","Ramal D: Ramal D - IDA",3
"1848","139","520BD","JMLANU520","Ramal D: Ramal D - VUELTA",3
"1058","140","521AA","JMLANU521","Ituzaingo y 29 de Septiembre - Lynch: a Ituzaingo y 29 de Septiembre",3
"1057","140","521AA","JMLANU521","Ituzaingo y 29 de Septiembre - Lynch: a Lynch",3
"688","174","522A","JMLANU522","Cnel. Lynch y Albariños - 29 de Septiembre: a Est. Lanus",3
"687","174","522A","JMLANU522","Cnel. Lynch y Albariños - 29 de Septiembre: a Lynch y Caaguazú",3
"672","96","523A","JMLANU523","Est. Lanus - Est. Remedios de Escalada: a Est. Lanus",3
"671","96","523A","JMLANU523","Est. Lanus - Est. Remedios de Escalada: a Est. Remedios de Escalada",3
"1922","109","524A","JMLANU524","Ramal 1: Ramal 1 - IDA",3
"1923","109","524A","JMLANU524","Ramal 1: RAMAL 1 - VUELTA",3
"1060","140","526A","JMLANU526","Ituzaingo y 29 de Septiembre - La Cadorna: a Ituzaingo y 29 de Septiembre",3
"1059","140","526A","JMLANU526","Ituzaingo y 29 de Septiembre - La Cadorna: a La Cadorna",3
"685","174","527B","JMLANU527","Ramal B: B - Cno. Gral. Belgrano y Cadorna",3
"686","174","527B","JMLANU527","Ramal B: B - Est. Lanus",3
"690","174","527C","JMLANU527","Ramal C: C - Est. Lanus",3
"689","174","527C","JMLANU527","Ramal C: C - Lynch y Caaguazú",3
"1771","116","532A","JMLDZM532","Ramal A: Ramal A - IDA",3
"1772","116","532A","JMLDZM532","Ramal A: Ramal A - VUELTA",3
"1773","116","532B","JMLDZM532","Ramal B: Ramal B - IDA",3
"1774","116","532C","JMLDZM532","Ramal C: Ramal C - IDA",3
"1775","116","532C","JMLDZM532","Ramal C: Ramal C - VUELTA",3
"1776","116","532D","JMLDZM532","Ramal D: Ramal D - IDA",3
"1777","116","532D","JMLDZM532","Ramal D: Ramal D - VUELTA",3
"1397","322","540A","JMLDZM540","Est. Lomas de Zamora - Pte. La Noria: a Est. Lomas",3
"1398","322","540A","JMLDZM540","Est. Lomas de Zamora - Pte. La Noria: a Pte. La Noria",3
"1790","203","541A","JMLDZM541","Est. Bandield - A. Bello e Itati: A - Barrio Sitra - IDA",3
"1791","203","541A","JMLDZM541","Est. Bandield - A. Bello e Itati: A - Barrio Sitra - VUELTA",3
"1792","203","541B","JMLDZM541","Est. Bandield - A. Bello e Itati: B - Barrio Centenario (por Milan) - IDA",3
"1793","203","541B","JMLDZM541","Est. Bandield - A. Bello e Itati: B - Barrio Centenario (por Milan) - VUELTA",3
"1849","97","542U","JMLDZM542BAJA","Ramal A: a Est. LOMAS",3
"1850","97","542U","JMLDZM542BAJA","Ramal A: a Pte. La Noria",3
"1782","203","543A","JMLDZM543","Ramal A: Ramal A - IDA",3
"1783","203","543A","JMLDZM543","Ramal A: Ramal A - VUELTA",3
"1784","203","543B","JMLDZM543","Ramal B: Ramal B - IDA",3
"1785","203","543B","JMLDZM543","Ramal B: Ramal B - VUELTA",3
"1786","203","543C","JMLDZM543","Ramal C: Ramal C - IDA",3
"1787","203","543C","JMLDZM543","Ramal C: Ramal C - VUELTA",3
"1796","203","544A","JMLDZM544","Ramal A: Ramal A - IDA",3
"1797","203","544A","JMLDZM544","Ramal A: Ramal A - VUELTA",3
"1096","203","544B","JMLDZM544","Ramal B - Est. Lomas de Zamora - A. Bello: Ramal B - a A. Bello",3
"1097","203","544B","JMLDZM544","Ramal B - Est. Lomas de Zamora - A. Bello: Ramal B - a Est. Lomas de Zamora",3
"1897","99","548A","JMLDZM548","Ramal 1: a Est. Banfield",3
"1896","99","548A","JMLDZM548","Ramal 1: a Tribunales / Virgilio y Rodriguez",3
"1425","203","549A","JMLDZM549","Est. Temperley - Cruce de Lomas de Zamora: a Est. Temperley",3
"1399","322","550B","JMLDZM550","Est. Lomas de Zamora - Pte. La Noria: a Est. Lomas",3
"1400","322","550B","JMLDZM550","Est. Lomas de Zamora - Pte. La Noria: a Pte. La Noria",3
"1401","322","550H","JMLDZM550","Est. Lomas de Zamora - Pte. La Noria: a Est. Lomas",3
"1402","322","550H","JMLDZM550","Est. Lomas de Zamora - Pte. La Noria: a Pte. La Noria",3
"1403","322","550J","JMLDZM550","Antartida Argentina - Pte. La Noria: a Jumbo (Llavallol)",3
"1404","322","550J","JMLDZM550","Antartida Argentina - Pte. La Noria: a Pte. La Noria",3
"1779","322","552A","JMLDZM552","Est. Banfield - RN 4: a cruce de Lomas",3
"1778","322","552A","JMLDZM552","Est. Banfield - RN 4: a Est. Banfield",3
"1780","322","552B","JMLDZM552","Est. Banfield - Quiroga: a Est. Banfield",3
"1781","322","552B","JMLDZM552","Est. Banfield - Quiroga: a Quiroga y Ruta 4",3
"1788","203","561A","JMLDZM561","Pque. Industrial Semirápido: Pque. Industrial Semirápido - IDA",3
"1789","203","561A","JMLDZM561","Pque. Industrial Semirápido: Pque. Industrial Semirápido - VUELTA",3
"1794","203","562B","JMLDZM562","Ramal B: Ramal B - IDA",3
"1795","203","562B","JMLDZM562","Ramal B: Ramal B - VUELTA",3
"1798","203","562C","JMLDZM562","Ramal C: Ramal C - IDA",3
"1799","203","562C","JMLDZM562","Ramal C: Ramal C - VUELTA",3
"1178","127","564R3","JMLDZM564","Ramal 3: a Est. LOMAS DE ZAMORA",3
"1177","127","564R3","JMLDZM564","Ramal 3: a Est. TEMPERLEy",3
"1179","127","564RB","JMLDZM564","Ramal B: a B° SANTA ROSA",3
"1180","127","564RB","JMLDZM564","Ramal B: a Est. LOMAS DE ZAMORA",3
"635","149","620R1","JMLMTZ620","Ramal 1 - Av. Gral Paz - González Cata Bº Esperanza: a Gral Paz x Esperanza x G. Catán",3
"634","149","620R1","JMLMTZ620","Ramal 1 - Av. Gral Paz - González Cata Bº Esperanza: a Km 47.700 x Esperanza x G. Catán",3
"653","149","620R10","JMLMTZ620","Ramal 10 - Av. Gral Paz - Bº San Pedro: a Gral Paz X Ruta 3",3
"652","149","620R10","JMLMTZ620","Ramal 10 - Av. Gral Paz - Bº San Pedro: a Km 36.500 B. San Pedro",3
"654","149","620R11","JMLMTZ620","Ramal 11 - Av. Gral Paz - González Catán x Villa Scasso: a Est. G. Catán x Da Vinci s Scasso",3
"655","149","620R11","JMLMTZ620","Ramal 11 - Av. Gral Paz - González Catán x Villa Scasso: a Gral Paz x Scasso",3
"657","149","620R12","JMLMTZ620","Ramal 12 - Av. Gral Paz - Ramos Mejia - Villa Dorrego: a Gral Paz X Ramos Mejia",3
"656","149","620R12","JMLMTZ620","Ramal 12 - Av. Gral Paz - Ramos Mejia - Villa Dorrego: a Km 30.700 B. V. Dorrego",3
"659","149","620R13","JMLMTZ620","Ramal 13 - Av. Gral Paz - Ramos Mejia x González Catán: a Gral Paz X Ramos Mejia x G. Catán",3
"658","149","620R13","JMLMTZ620","Ramal 13 - Av. Gral Paz - Ramos Mejia x González Catán: a Gral Paz X Ramos x G. Catán Km 47.700",3
"660","149","620R14","JMLMTZ620","Ramal 14 - Av. Gral Paz - Ramos Mejia - B. Borgward: a Laferrere Borgward x Ramos Mejia",3
"636","149","620R2","JMLMTZ620","Ramal 2 - Av. Gral Paz - Bº Floresta: a Foresta",3
"637","149","620R2","JMLMTZ620","Ramal 2 - Av. Gral Paz - Bº Floresta: a Gral Paz X Ruta 3",3
"639","149","620R3","JMLMTZ620","Ramal 3 - Av. Gral Paz - Bº Independencia: a Gral Paz X Ruta 3",3
"638","149","620R3","JMLMTZ620","Ramal 3 - Av. Gral Paz - Bº Independencia: a KM 29 B. Independencia",3
"641","149","620R4","JMLMTZ620","Ramal 4 - Av. Gral Paz - Villa Dorrego: a Gral Paz X Ruta 3",3
"640","149","620R4","JMLMTZ620","Ramal 4 - Av. Gral Paz - Villa Dorrego: a Km 30 B. V. Dorrego",3
"643","149","620R5","JMLMTZ620","Ramal 5 - Av. Gral Paz - Villa Scasso x Laferrere: a Gral Paz x Laferrere",3
"642","149","620R5","JMLMTZ620","Ramal 5 - Av. Gral Paz - Villa Scasso x Laferrere: a V. Scasso x Laferrere",3
"645","149","620R6","JMLMTZ620","Ramal 6 - Av. Gral Paz - Bº Los Ceibos: a Gral Paz X Ruta 3",3
"644","149","620R6","JMLMTZ620","Ramal 6 - Av. Gral Paz - Bº Los Ceibos: a Km 32 B. Los Ceibos",3
"646","149","620R7","JMLMTZ620","Ramal 7 - Av. Gral Paz - Bº Los Ceibos x González Catán: a B. Los Ceibos X G. Catán x 31 R. Mejia",3
"647","149","620R7","JMLMTZ620","Ramal 7 - Av. Gral Paz - Bº Los Ceibos x González Catán: a Gral Paz x Ramos Mejia",3
"649","149","620R8","JMLMTZ620","Ramal 8 - Av. Gral Paz - KM 38 x González Catán y Bº Esperanza: a Gral Paz x G. Catán",3
"648","149","620R8","JMLMTZ620","Ramal 8 - Av. Gral Paz - KM 38 x González Catán y Bº Esperanza: a Km 38 x Est Catán x Esperanza",3
"651","149","620R9","JMLMTZ620","Ramal 9 - Av. Gral Paz - KM 39 x Bº Esperanza: a Gral Paz X Ruta 3",3
"650","149","620R9","JMLMTZ620","Ramal 9 - Av. Gral Paz - KM 39 x Bº Esperanza: a KM 39 B. Esperanza",3
"661","149","620Ro1","JMLMTZ620","Rondin 1 - González Catán - Los Ceibos x Equiza: Los Ceibos x KM 32 X G. Catán - IDA",3
"662","149","620Ro1","JMLMTZ620","Rondin 1 - González Catán - Los Ceibos x Equiza: Los Ceibos x KM 32 x G. Catán - VUELTA",3
"663","149","620Ro2","JMLMTZ620","Rondin 2 - González Catán - Los Ceibos x Dragones: a Los Ceibos x 33 x Catán",3
"664","149","620Ro2","JMLMTZ620","Rondin 2 - González Catán - Los Ceibos x Dragones: a Los Ceibos x km33 x G. Catán",3
"666","149","620Ro3","JMLMTZ620","Rondin 3 - González Catán - Bº San Pedro: a Est. G. Catán",3
"665","149","620Ro3","JMLMTZ620","Rondin 3 - González Catán - Bº San Pedro: a San Pedro KM35 X Campana",3
"667","149","620Ro4","JMLMTZ620","Rondin 4 - González Catán - Villa Dorrego: a Dorrego 30.700 Km 29",3
"668","149","620Ro4","JMLMTZ620","Rondin 4 - González Catán - Villa Dorrego: a Dorrego KM 30 x 31 Catán",3
"633","149","620T","JMLMTZ620","Av. Gral. Paz - RN 3: a Gral Paz X Ruta 3",3
"632","149","620T","JMLMTZ620","Av. Gral. Paz - RN 3: a Ruta 3 Km 47.700",3
"917","60","621R1","JMLMTZ621","Ramos Mejia - Bº Esperanza: a B° Esperanza",3
"918","60","621R1","JMLMTZ621","Ramos Mejia - Bº Esperanza: a Ramos Mejia",3
"920","60","621R2","JMLMTZ621","Ramos Mejia - Villa Scasso: a Ramos Mejia",3
"919","60","621R2","JMLMTZ621","Ramos Mejia - Villa Scasso: a Villa Scasso",3
"923","60","621R5","JMLMTZ621","Ramos Mejia - La Foresta: a La Foresta",3
"924","60","621R5","JMLMTZ621","Ramos Mejia - La Foresta: a Ramos Mejia",3
"926","60","621R6","JMLMTZ621","Ramos Mejia - Villa Scasso - Laferrere: a Ramos Mejia",3
"925","60","621R6","JMLMTZ621","Ramos Mejia - Villa Scasso - Laferrere: a Villa Scasso - Laferrere",3
"927","60","621R7","JMLMTZ621","Ramos Mejia - Las Casitas x El Talita: a Las Casitas x El Talita",3
"928","60","621R7","JMLMTZ621","Ramos Mejia - Las Casitas x El Talita: a Ramos Mejia",3
"929","60","621R8","JMLMTZ621","Ramos Mejia - Cdad. Evitax Htal. Materno Infantil: a Cdad. Evitax Htal. Materno Infantil",3
"930","60","621R8","JMLMTZ621","Ramos Mejia - Cdad. Evitax Htal. Materno Infantil: a Ramos Mejia",3
"932","60","621R9","JMLMTZ621","Bº Esperanza - Mercado Central: a B° Esperanza",3
"931","60","621R9","JMLMTZ621","Bº Esperanza - Mercado Central: a Mercado Central",3
"934","60","621RND10","JMLMTZ621","González Catan - KM.28 Ruta 3: a González Catan",3
"933","60","621RND10","JMLMTZ621","González Catan - KM.28 Ruta 3: a KM.28 Ruta 3",3
"936","60","621RND11","JMLMTZ621","Ruta 1001 - Ruta 3 x Villa Scasso: a Ruta 1001 x Villa Scasso",3
"935","60","621RND11","JMLMTZ621","Ruta 1001 - Ruta 3 x Villa Scasso: a Ruta 3 x Villa Scasso",3
"901","171","622R1","JMLMTZ622","Villa Union x Elxvenir - Villa Insuperable - Villa Scasso: V.Union xEl Povenir-V.Insuperable-V.Scasso - IDA",3
"902","171","622R1","JMLMTZ622","Villa Union x Elxvenir - Villa Insuperable - Villa Scasso: V.Union xEl Povenir-V.Insuperable-V.Scasso-VUELTA",3
"904","171","622R2","JMLMTZ622","Villa Dorrego - Villa Insuperable: a Villa Dorrego",3
"903","171","622R2","JMLMTZ622","Villa Dorrego - Villa Insuperable: a Villa Insuperable",3
"906","171","622R3","JMLMTZ622","Escuela N° 135 - Villa Insuperable: a Escuela NÂ° 135",3
"905","171","622R3","JMLMTZ622","Escuela N° 135 - Villa Insuperable: a Villa Insuperable",3
"909","171","622R4","JMLMTZ622","Villa Insuperable - Laferrere: a Laferrere",3
"910","171","622R4","JMLMTZ622","Villa Insuperable - Laferrere: a Villa Insuperable",3
"912","171","622Ro5","JMLMTZ622","Escuela N° 135 - González Catan: a Escuela NÂ° 135",3
"911","171","622Ro5","JMLMTZ622","Escuela N° 135 - González Catan: a González Catan",3
"914","171","622Ro6","JMLMTZ622","Escuela N° 135 - Ruta 3 KM. 41: a Escuela NÂ° 135",3
"913","171","622Ro6","JMLMTZ622","Escuela N° 135 - Ruta 3 KM. 41: a Ruta 3 KM. 41",3
"915","171","622Ro7","JMLMTZ622","Villa Scasso - Villa Dorrego: a Villa Dorrego",3
"916","171","622Ro7","JMLMTZ622","Villa Scasso - Villa Dorrego: a Villa Scasso",3
"1066","74","624A","JMLMTZ624","Cement. de Villegas - Est. Ramos Mejia x Leon Gallo: a Cement. de Villegas x Leon Gallo",3
"1065","74","624A","JMLMTZ624","Cement. de Villegas - Est. Ramos Mejia x Leon Gallo: a Est. Ramos Mejia x Leon Gallo",3
"1067","74","624B","JMLMTZ624","Cement. de Villegas - Bº Central x Mocoreta: a B° Central x Mocoreta",3
"1068","74","624B","JMLMTZ624","Cement. de Villegas - Bº Central x Mocoreta: a Cement. de Villegas x Mocoreta",3
"1069","74","624C","JMLMTZ624","Bº Bid - Atalaya: a Atalaya",3
"1070","74","624C","JMLMTZ624","Bº Bid - Atalaya: a B° Bid",3
"1072","74","624D","JMLMTZ624","La Tablada - Los Pinos: a La Tablada",3
"1071","74","624D","JMLMTZ624","La Tablada - Los Pinos: a Los Pinos",3
"1074","74","624E","JMLMTZ624","Los Pinos - Ramos Mejia: a Los Pinos",3
"1073","74","624E","JMLMTZ624","Los Pinos - Ramos Mejia: a Ramos Mejia",3
"1588","171","628RTr","JMLMTZ628","Universidad San Justo - Mendeville: a Mendeville",3
"1589","171","628RTr","JMLMTZ628","Universidad San Justo - Mendeville: a Universidad San Justo",3
"1022","76","630R1","JMLMTZ630","Pza. San Justo: Pza. San Justo - IDA",3
"1023","76","630R1","JMLMTZ630","Pza. San Justo: Pza. San Justo - VUELTA",3
"1024","76","630R2","JMLMTZ630","Laferrere x RP 21: Laferrere x RP 21 - IDA",3
"1025","76","630R2","JMLMTZ630","Laferrere x RP 21: Laferrere x RP 21 - VUELTA",3
"1026","76","630R3","JMLMTZ630","Laferrere x Victor Martinez: Laferrere x Victor Martinez - IDA",3
"1027","76","630R3","JMLMTZ630","Laferrere x Victor Martinez: Laferrere x Victor Martinez - VUELTA",3
"1028","76","630R4","JMLMTZ630","Isidro Casanova: Isidro Casanova - IDA",3
"1346","129","506R80A","JMLPLA506","Ramal 80A - 66 y 170 - 1 y 41: 80 Hospitales",3
"1347","129","506R80A","JMLPLA506","Ramal 80A - 66 y 170 - 1 y 41: 80 Hospitales x Av 66",3
"1349","129","506R80B","JMLPLA506","Ramal 80B - 66 y 170 - 1 y 41: 80 Hospitales",3
"1348","129","506R80B","JMLPLA506","Ramal 80B - 66 y 170 - 1 y 41: 80 Hospitales x Av 66",3
"1579","165","520CA","JMLPLA520","Ramal A: 19 - IDA",3
"1580","165","520CB","JMLPLA520","Ramal B: 2 - IDA",3
"1581","165","520CB","JMLPLA520","Ramal B: 2 - VUELTA",3
"1350","311","503R16","JMLPLAESTE","32 y 122 - 122 y 610: 16 - IDA",3
"1353","311","503R61","JMLPLAESTE","32 y 122 - 12 Bis y 85: 61 - IDA",3
"1354","311","503R61","JMLPLAESTE","32 y 122 - 12 Bis y 85: 61 - VUELTA",3
"1355","311","503R80","JMLPLAESTE","7 y 622 - Cno. Gral. Belgrano y 501: 80 - IDA",3
"1356","311","503R80","JMLPLAESTE","7 y 622 - Cno. Gral. Belgrano y 501: 80 - VUELTA",3
"299","165","NORTE11","JMLPLANORTE","31 y 513 - 7 y 60: 11 - IDA",3
"300","165","NORTE11","JMLPLANORTE","31 y 513 - 7 y 60: 11 - VUELTA",3
"301","165","NORTE12","JMLPLANORTE","12 y 467 - 14 y 54: 12 - IDA",3
"302","165","NORTE12","JMLPLANORTE","12 y 467 - 14 y 54: 12 - VUELTA",3
"305","165","NORTE15","JMLPLANORTE","31 y 513 - 1 y 60: 15 - IDA",3
"306","165","NORTE15","JMLPLANORTE","31 y 513 - 1 y 60: 15 - VUELTA",3
"307","165","NORTE18","JMLPLANORTE","31 y 513 - 7 y 60: 18 - IDA",3
"308","165","NORTE18","JMLPLANORTE","31 y 513 - 7 y 60: 18 - VUELTA",3
"610","120","OE16V","JMLPLAOESTE","Ramal 16 V: a ROMERO",3
"3","120","OE18","JMLPLAOESTE","Ramal 18: a ROMERO",3
"168","120","OE19","JMLPLAOESTE","Ramal 19: a Hernández",3
"169","120","OE19","JMLPLAOESTE","Ramal 19: a HTAL SAN MARTIN",3
"4","120","OE27","JMLPLAOESTE","Ramal 27: 44 y 171",3
"5","120","OE27","JMLPLAOESTE","Ramal 27: Est. - 40 y 115",3
"611","120","OE61V","JMLPLAOESTE","Ramal 61 V: a EL PELIGRO",3
"612","120","OE61V","JMLPLAOESTE","Ramal 61 V: a Htal. SAN MARTIN",3
"172","120","OE62","JMLPLAOESTE","Ramal 62: a ETCHEVERRy",3
"173","120","OE62","JMLPLAOESTE","Ramal 62: a HTAL SAN MARTIN",3
"6","120","OE66","JMLPLAOESTE","Ramal 66: a Pza. Moreno",3
"10","120","OE85","JMLPLAOESTE","Ramal 85: a Est. - 40 y 115",3
"9","120","OE85","JMLPLAOESTE","Ramal 85: a Ruta 36 y 460",3
"479","165","SUR10","JMLPLASUR","Ramal 10: 10 - IDA",3
"480","165","SUR10","JMLPLASUR","Ramal 10: 10 - VUELTA",3
"483","165","SUR19","JMLPLASUR","Ramal 19: 19 - IDA",3
"484","165","SUR19","JMLPLASUR","Ramal 19: 19 - VUELTA",3
"705","162","500DA","JMMERL500D","Est. Padua - San Lorenzo: a 20 de Junio - Est.Merlo",3
"704","162","500DA","JMMERL500D","Est. Padua - San Lorenzo: a Est. Merlo - 20 de Junio",3
"706","162","500DB","JMMERL500D","Est. Padua - Crice Maríano Acosta: a Est. Merlo - Pearson",3
"707","162","500DB","JMMERL500D","Est. Padua - Crice Maríano Acosta: a Pearson - Est. Merlo",3
"708","162","500DC","JMMERL500D","Est. Padua - Villa Magdalena - Pontevedra: a Est. Padua-El Ceibo-Est. Merlo-Htal. Malvinas",3
"709","162","500DC","JMMERL500D","Est. Padua - Villa Magdalena - Pontevedra: a Htal. Malvinas-Est. Merlo-El Ceibo-Est. Padua",3
"711","162","500DD","JMMERL500D","Est. Padua - Bº Rivadavia - Campanilla: a Distrito Militar - La Teja x Libertad",3
"710","162","500DD","JMMERL500D","Est. Padua - Bº Rivadavia - Campanilla: a La Teja x Libertad - Distrito Militar",3
"712","162","500DE","JMMERL500D","Est. Merlo - Ombu - Lasalle: a Est. Merlo - x Libertad - Lasalle",3
